0,1,2,3,4,5,6,status
-0.18140678734725535,-0.25745543743424226,0.06975778443164603,-0.03228131417193391,0.005113788024075856,0.0018356059526982045,0.006974090507195364,0
-0.05974096800205353,0.23017534144653368,-0.14736347830183605,0.16454080904060597,0.06756215223060986,0.15332532688479925,-0.1735131998753342,1
-0.048627985007451295,0.2466689467082135,-0.08136678092755867,0.3166470214629892,0.09721869925766322,0.1418035164090326,-0.3007697860535311,1
-0.18319794157679528,-0.2612289894664209,0.06447059821505648,-0.04772562341356759,0.015082706269725733,-0.009612062443238013,0.006498555175224912,0
-0.08805050880621916,0.15452074025316098,-0.17538916829126014,-0.06754018851935237,-0.0059314899815509844,-0.08205274007008029,-0.026039625295210297,0
-0.08264269568784069,0.16784207856892808,-0.21064925561172126,-0.07421954380456483,-0.02350417327176181,0.036138819808722425,0.03552143996742473,1
-0.07499223860448222,0.19483699782717445,-0.24541490111413555,-0.07786936928568877,-0.05178554226613646,0.18695443534554426,0.11977695439482235,1
-0.07822613911519385,0.1830572260790374,-0.16754595135437927,0.007877822906772167,0.01820675822821087,0.005335425203089293,-0.06761396507845135,0
-0.18059769865445333,-0.25679756197197157,0.07435283161449133,-0.024479165572664538,0.0022129047689771887,-0.0009563748377187341,0.012652544458244807,0
-0.06448586482247053,0.25220167108616165,-0.09166965405039589,0.24586041736610312,-0.16528754663409673,-0.035589020135318956,-0.03259206993665547,1
-0.08720328712965625,0.15770593740226257,-0.20821339557596444,-0.09468247108422727,-0.004154006711786173,-0.014821788553865105,0.003564062482430659,0
-0.18066205503328467,-0.2560552484315318,0.0718380726908926,-0.02650653544175247,0.001157228235298169,0.006883431467586475,0.00788562295446845,0
-0.07469019845617905,0.19270965097358672,-0.1680996785460243,0.030968164557309205,0.02724294870553321,0.04132463441213708,-0.07734483827871384,1
-0.06811499537357725,0.20938564081904062,-0.1145531381455899,0.14313467626490803,0.07057859136988334,0.009296563907697484,-0.20388290894289604,1
-0.18284408764913448,-0.25736349113598067,0.08277835299423833,-0.032560828310975405,0.009515609532730512,-0.03196138098551831,-0.004458967153422502,0
0.8017809868579086,-0.42532948283096333,0.1632030333053117,-0.04414320511249993,0.00490462056095872,0.008396345545514014,-0.0051018945159846795,1
-0.15770924691537694,-0.15766581307576513,0.1870857538208305,0.3304020671965474,-0.20226714706704127,-0.006802017197048931,0.01107248836471108,1
-0.04769538165489864,0.2711566675654331,-0.16688107405566444,0.21605250174608664,0.08377175588392997,0.3212856139940264,-0.17056355332092152,1
0.8927400150946941,-0.018824031908308617,-0.09207202050945679,-0.10177145676590608,-0.0020468354036425975,-0.08240950411707719,-0.03717075894650394,1
-0.039316953735716476,0.8189360179982007,0.8172613920911689,0.08253895783669138,0.7508365119619592,-0.031451909447823535,0.2770674217918573,1
